Fecha,Concepto,Energia_Dia_kWh,Inc_Dia_Porc,Energia_Mes_kWh,Inc_Mes_Porc,Energia_Año_kWh,Inc_Año_Porc,Ultimos_365_Dias_kWh
2026/04/08,Generación Vapor Bunker,"6,414,837.189",-2.204,"49,662,003.789",14.833,"613,327,988.231",1.057,"1,584,058,413.078"
2026/04/08,Generación Turbinas a Gas,"1,736,977.009",10.351,"15,351,026.839",12.759,"157,205,368.373",1.117,"474,432,636.866"
2026/04/08,Generación Turbinas a Diesel,"5,128,604.608",1.906,"38,769,565.381",15.245,"314,727,071.614",1.657,"680,422,009.952"
2026/04/08,Generación Motores Bunker,"9,332,211.568",1.378,"76,519,584.693",13.890,"716,074,617.782",1.320,"1,774,777,069.254"
2026/04/08,Generación de Otros Tipos,"738,122.497",17.809,"4,378,527.915",20.276,"34,131,465.926",2.210,"404,512,060.754"
2026/04/08,Total Generación,"107,359,131.152",0.491,"812,694,592.635",15.221,"9,393,503,492.783",1.156,"34,217,543,564.556"
2026/04/08,Importación de Colombia,"133,314.248",-6.028,"1,293,272.301",11.493,"133,849,478.071",0.100,"494,337,472.039"
2026/04/08,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/08,Total Importación,"133,314.248",-6.028,"1,293,272.301",11.493,"133,849,550.704",0.100,"494,337,544.688"
2026/04/08,Exportación a Colombia,"118,363.163",-9.071,"890,840.853",15.323,"9,002,623.669",1.332,"120,115,578.817"
2026/04/08,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/08,Total Exportación,"118,363.163",-9.071,"890,840.853",15.323,"9,002,623.669",1.332,"120,617,781.753"
2026/04/08,Demanda Distribución,"98,192,205.152",-0.205,"745,424,552.135",15.171,"8,772,863,135.647",1.132,"31,368,644,164.662"
2026/04/08,Total Pérdidas Transporte,"-888,456.980",-35.591,"-13,225,640.660",7.201,"-4,718,799.537",23.195,"1,043,330,032.821"
2026/04/09,Generación Hidráulica,"84,997,067.573",1.177,"713,010,951.591",13.534,"7,643,034,048.430",1.125,"29,291,110,624.452"
2026/04/09,Generación Vapor Bunker,"6,230,723.378",-2.870,"55,892,727.167",12.546,"619,558,711.609",1.016,"1,585,635,675.104"
2026/04/09,Generación Turbinas a Gas,"1,993,450.570",14.766,"17,344,477.409",12.986,"159,198,818.943",1.268,"474,894,245.923"
2026/04/09,Generación Turbinas a Diesel,"3,775,111.055",-26.391,"42,544,676.436",9.737,"318,502,182.669",1.199,"682,125,870.836"
2026/04/09,Generación Motores Bunker,"8,528,890.793",-8.608,"85,048,475.486",11.146,"724,603,508.575",1.191,"1,780,137,383.295"
2026/04/09,Generación de Otros Tipos,"758,802.819",2.802,"5,137,330.734",17.330,"34,890,268.745",2.223,"404,620,450.615"
2026/04/09,Total Generación,"106,284,046.188",-1.001,"918,978,638.823",13.078,"9,499,787,538.971",1.131,"34,218,524,250.225"
2026/04/09,Importación de Colombia,"123,823.218",-7.119,"1,417,095.519",9.574,"133,973,301.289",0.093,"494,308,604.776"
2026/04/09,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/09,Total Importación,"123,823.218",-7.119,"1,417,095.519",9.574,"133,973,373.922",0.093,"494,308,677.425"
2026/04/09,Exportación a Colombia,"118,429.595",0.056,"1,009,270.448",13.294,"9,121,053.264",1.316,"120,089,765.718"
2026/04/09,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"184,692.703"
2026/04/09,Total Exportación,"118,429.595",0.056,"1,009,270.448",13.294,"9,121,053.264",1.316,"120,274,458.421"
2026/04/09,Demanda Distribución,"98,044,426.820",-0.150,"843,468,978.955",13.153,"8,870,907,562.467",1.118,"31,371,770,714.696"
2026/04/09,Total Pérdidas Transporte,"-1,042,680.621",17.359,"-14,268,321.281",7.884,"-5,761,480.158",22.096,"1,036,029,920.623"
2026/04/10,Generación Hidráulica,"87,758,214.727",3.249,"800,769,166.318",12.308,"7,730,792,263.157",1.148,"29,287,459,041.789"
2026/04/10,Generación Vapor Bunker,"6,173,698.222",-0.915,"62,066,425.389",11.046,"625,732,409.831",0.996,"1,587,032,522.109"
2026/04/10,Generación Turbinas a Gas,"1,971,660.745",-1.093,"19,316,138.154",11.368,"161,170,479.688",1.238,"475,488,607.240"
2026/04/10,Generación Turbinas a Diesel,"3,477,207.219",-7.891,"46,021,883.655",8.173,"321,979,389.888",1.092,"683,577,518.442"
2026/04/10,Generación Motores Bunker,"8,828,431.125",3.512,"93,876,906.611",10.380,"733,431,939.700",1.218,"1,785,758,051.461"
2026/04/10,Generación de Otros Tipos,"703,378.703",-7.304,"5,840,709.437",13.692,"35,593,647.448",2.016,"405,143,748.177"
2026/04/10,Total Generación,"108,912,590.741",2.473,"1,027,891,229.564",11.851,"9,608,700,129.712",1.146,"34,224,459,489.218"
2026/04/10,Importación de Colombia,"131,613.646",6.292,"1,548,709.165",9.288,"134,104,914.935",0.098,"494,296,326.992"
2026/04/10,Importación de Perú,3.736,100.000,3.736,100.000,76.369,5.144,76.385
2026/04/10,Total Importación,"131,617.382",6.295,"1,548,712.901",9.288,"134,104,991.304",0.098,"494,296,403.377"
2026/04/10,Exportación a Colombia,"126,132.285",6.504,"1,135,402.733",12.497,"9,247,185.549",1.383,"119,411,251.264"
2026/04/10,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"184,692.703"
2026/04/10,Total Exportación,"126,132.285",6.504,"1,135,402.733",12.497,"9,247,185.549",1.383,"119,595,943.967"
2026/04/10,Demanda Distribución,"99,705,082.552",1.694,"943,174,061.507",11.821,"8,970,612,645.019",1.124,"31,379,173,473.367"
